Letter,Xbox,Ybox,Width,Height,Onpix,Xbar,Ybar,X2bar,Y2bar,XYbar,X2Ybar,XY2bar,Xedge,XedgeYcor,Yedge,YedgeXcor
P,9,14,7,8,4,7,9,6,4,13,4,4,5,10,4,8
P,3,1,3,2,2,6,9,5,4,9,7,4,1,9,3,7
R,2,4,4,2,2,8,7,3,5,10,4,7,2,7,3,10
A,3,5,6,6,2,6,5,3,1,6,0,8,2,7,2,7
A,4,9,6,6,2,6,3,3,3,6,2,7,3,6,3,7
P,4,7,5,5,3,6,11,8,2,10,5,3,1,10,4,7
P,4,10,5,8,5,7,9,6,6,9,7,3,2,10,4,7
B,1,3,3,2,2,8,7,3,5,9,6,7,2,8,4,8
B,4,7,5,5,4,6,7,9,6,7,5,7,2,8,9,9
A,1,3,2,1,1,7,2,2,1,7,2,8,1,6,1,7
B,4,7,5,5,4,8,6,7,7,6,7,5,2,9,8,9
B,7,10,9,8,8,8,7,5,6,10,6,6,3,9,7,10
B,4,6,6,6,7,7,8,5,5,8,6,9,6,9,8,8
A,6,13,5,7,3,8,1,2,2,9,4,12,3,5,4,6
P,3,1,4,3,2,5,10,3,5,9,8,4,3,10,3,7
A,2,7,5,5,4,8,5,2,3,7,2,6,2,5,3,7
B,1,3,3,1,2,8,7,2,5,10,5,7,1,8,4,9
B,3,5,5,3,3,8,7,2,6,10,5,7,2,8,4,10
B,4,9,6,6,8,9,6,4,4,7,7,8,8,8,8,7
P,2,3,3,2,2,5,10,3,4,10,8,4,1,9,3,7
B,7,15,7,8,8,6,8,3,6,9,6,7,8,5,8,6
P,7,11,8,8,7,6,9,8,6,8,7,9,3,10,8,9
R,4,5,7,4,6,5,9,4,3,6,4,9,8,5,7,9
P,2,4,4,3,2,8,8,2,5,13,4,4,1,10,2,9
P,8,9,6,5,3,7,10,6,5,14,5,4,4,10,4,7
B,3,8,5,6,4,8,7,7,6,7,6,6,2,8,8,10
B,11,14,8,8,5,9,6,5,6,11,4,9,6,6,7,10
A,1,3,2,1,1,11,3,3,2,10,2,9,1,6,1,8
A,5,8,6,6,6,8,9,7,4,6,6,8,3,7,7,5
P,3,4,5,3,2,6,11,5,2,12,5,2,1,10,3,9
A,3,11,6,8,4,12,3,3,3,10,1,9,2,6,3,8
B,4,10,5,7,7,8,8,6,6,7,6,6,6,8,6,10
P,4,8,5,6,4,5,11,4,6,11,9,4,4,10,4,7
A,2,4,3,3,1,8,2,2,1,7,2,8,2,7,2,7
B,7,11,9,8,9,9,7,4,6,9,5,6,3,8,6,9
B,3,9,4,6,5,8,7,6,6,7,6,5,2,8,7,9
B,3,6,4,4,4,8,7,3,4,7,6,7,3,8,5,8
A,4,8,6,6,6,8,9,7,5,6,6,8,3,7,7,4
B,5,10,5,8,4,6,8,10,7,7,5,7,2,8,9,10
B,4,2,4,3,4,7,7,5,6,6,6,6,2,8,6,9
A,2,4,4,3,2,8,2,2,2,7,2,8,2,6,2,7
B,6,11,8,8,12,8,7,5,4,7,7,7,8,10,10,10
R,3,7,5,5,5,6,7,3,3,6,6,9,5,9,7,5
B,5,11,5,8,5,7,9,10,7,8,5,6,2,8,10,11
B,2,0,2,1,1,7,7,7,5,7,6,7,1,8,7,8
A,3,8,4,6,3,6,4,2,0,6,2,8,2,6,1,7
P,6,11,6,8,3,4,14,8,1,11,6,3,1,10,4,8
A,3,5,6,3,2,9,2,2,2,8,2,10,3,7,2,8
B,4,9,4,7,6,7,9,8,6,7,5,7,2,7,7,10
R,3,5,5,3,3,8,8,4,5,9,5,6,3,7,4,9
B,5,10,7,8,8,8,7,5,7,7,6,5,2,8,6,10
R,10,14,8,8,5,8,8,6,5,9,4,9,7,5,6,11
B,4,6,5,4,5,8,7,4,5,7,5,7,3,8,6,8
A,2,1,3,2,1,9,3,2,2,8,2,8,2,6,2,8
A,4,9,6,6,2,7,4,3,1,6,1,8,3,7,2,7
A,2,7,3,4,1,7,6,3,1,7,0,8,2,7,1,8
P,4,7,6,10,9,8,9,4,0,8,7,6,5,11,5,7
P,5,10,7,7,6,7,7,8,4,7,6,7,3,9,8,9
B,2,0,2,1,1,7,8,7,5,7,5,7,1,8,7,8
A,2,3,3,2,1,10,2,3,1,10,2,9,2,6,2,8
B,8,13,7,8,7,9,7,4,5,9,5,7,7,6,9,8
P,4,5,5,4,3,5,10,4,5,10,8,3,1,10,4,6
A,3,9,5,7,4,9,3,1,2,7,2,8,2,6,4,7
P,5,5,6,7,3,4,12,9,2,10,6,4,1,10,4,8
B,5,10,7,7,8,8,7,6,6,6,6,6,2,8,6,10
R,6,9,6,4,4,6,8,3,5,7,4,10,5,8,6,7
P,3,5,5,3,2,8,9,3,4,12,4,3,1,10,3,8
A,3,11,5,8,2,9,6,3,1,8,0,8,2,7,2,8
R,8,12,8,6,6,7,8,3,6,9,3,8,6,6,6,6
P,3,5,4,8,6,8,9,3,1,8,7,6,4,10,5,8
R,4,7,5,5,4,10,7,3,6,10,3,7,3,7,3,10
B,6,12,6,7,5,9,7,3,5,9,5,7,6,7,8,9
R,4,8,6,6,5,9,7,4,5,9,3,8,3,7,4,11
A,3,3,5,5,2,7,5,3,1,6,1,8,2,7,2,7
A,3,9,5,6,2,9,6,3,1,8,0,8,2,7,1,8
R,4,7,4,5,4,6,10,7,3,7,4,9,2,7,5,11
A,4,10,7,8,4,13,2,4,4,12,1,9,3,7,4,10
A,5,8,9,6,6,7,5,2,4,6,1,6,5,7,5,6
A,2,3,3,2,1,8,2,2,1,8,2,8,2,6,3,8
A,2,4,4,3,1,6,3,2,2,5,2,8,2,6,2,6
A,4,9,7,7,5,10,3,1,2,8,3,9,4,5,3,7
B,5,10,7,7,6,9,6,4,7,9,5,7,2,8,6,10
B,4,3,5,5,3,6,9,8,7,7,6,6,2,8,9,10
P,1,3,3,1,1,7,10,3,3,12,5,4,1,9,2,8
B,4,7,5,5,4,8,6,4,6,9,5,6,2,8,6,10
P,2,6,2,4,2,4,11,8,1,10,6,4,1,10,3,8
A,9,13,7,7,4,8,2,3,2,8,4,12,5,4,5,6
A,3,7,5,4,2,7,5,3,0,6,1,8,2,7,2,7
P,6,8,8,6,4,9,8,4,7,12,4,5,4,8,5,8
B,3,8,3,6,4,6,7,8,5,7,6,7,2,8,7,8
P,5,7,7,5,4,7,11,4,5,13,5,3,1,10,3,8
P,2,4,4,3,2,7,9,4,3,12,5,3,1,10,2,8
B,2,4,4,3,3,8,7,3,5,10,6,6,2,8,5,8
A,2,3,3,2,1,11,2,2,1,9,2,9,1,6,2,8
P,4,6,5,4,3,7,11,5,3,12,5,2,1,10,3,8
P,5,11,6,8,6,6,6,6,4,8,6,9,5,9,7,10
P,4,9,6,7,5,8,9,3,4,12,5,4,2,9,3,8
B,5,11,7,8,7,8,7,7,7,7,6,5,3,8,8,10
P,3,5,3,4,2,6,9,5,4,9,7,4,1,10,3,7
R,4,6,6,4,4,6,8,5,6,7,5,7,3,7,5,8
P,5,7,7,5,3,7,11,3,6,14,5,2,0,10,3,8
B,6,11,8,8,8,8,7,7,7,7,6,6,3,8,8,11
P,4,2,5,4,3,5,10,5,4,10,8,4,1,10,3,7
B,7,11,10,8,7,10,6,3,7,10,4,7,2,8,7,11
A,2,3,4,4,1,9,5,3,1,8,1,8,2,7,2,8
P,4,8,4,5,2,3,14,7,1,11,6,3,0,10,4,8
A,1,0,2,1,0,7,4,2,0,7,2,8,2,7,1,8
P,3,3,4,4,2,4,13,8,1,11,6,3,1,10,4,8
R,2,5,4,3,3,9,7,4,5,9,4,7,3,7,4,9
P,2,3,4,2,1,7,9,4,3,11,4,4,1,9,2,8
P,3,4,4,3,2,5,10,4,4,10,8,4,1,10,4,7
R,3,5,5,4,3,9,7,4,5,9,4,6,3,7,4,10
P,4,6,5,4,3,5,11,5,5,11,8,3,0,10,4,6
A,4,9,6,8,6,7,8,2,6,7,8,9,5,11,3,7
A,2,4,4,3,2,11,2,3,1,9,2,9,2,6,2,9
P,5,8,6,10,8,9,9,2,3,6,9,6,9,11,7,5
R,4,8,5,6,6,8,6,6,3,8,6,8,4,7,6,11
P,6,7,8,9,9,6,8,4,3,9,8,6,6,11,6,6
B,5,11,6,8,8,8,7,4,6,7,6,6,6,8,6,10
R,1,0,2,0,1,6,10,7,2,7,5,8,2,7,4,9
P,5,9,5,6,3,4,12,9,2,10,6,4,1,10,4,8
P,6,10,8,8,6,8,9,3,5,13,5,3,1,10,3,9
B,3,6,5,4,4,10,5,3,5,10,4,7,2,8,4,10
B,4,4,4,6,4,7,5,9,7,6,7,7,2,8,9,10
B,2,3,4,2,2,8,7,3,5,10,6,6,2,8,4,9
P,3,9,5,6,4,6,9,3,6,10,9,4,4,10,4,7
R,2,1,2,2,2,6,8,4,5,6,5,7,2,7,4,9
B,3,5,5,4,3,10,6,2,6,10,4,7,2,8,4,10
B,3,4,4,3,3,7,7,4,6,6,6,6,5,8,6,10
P,6,11,9,8,5,6,12,5,4,12,5,2,1,10,3,9
R,2,5,4,4,3,7,8,5,5,8,6,7,3,7,5,10
P,2,3,3,2,1,7,10,4,4,12,5,3,1,10,2,8
R,2,1,2,1,1,6,10,8,2,7,5,8,2,7,4,10
P,4,8,6,6,4,9,8,2,6,13,5,6,1,10,2,9
A,1,0,2,0,0,7,4,2,0,7,2,8,1,7,1,8
A,2,4,4,2,1,11,2,3,2,9,2,9,1,6,2,8
P,4,5,4,8,2,3,12,9,2,10,6,3,1,10,4,8
A,6,11,6,6,4,11,2,4,2,11,4,12,5,3,5,11
A,3,8,5,6,5,8,8,6,4,6,6,8,5,7,6,4
R,3,1,4,2,2,7,8,5,5,7,5,6,2,7,4,8
R,4,7,6,5,5,7,7,4,6,7,6,6,3,7,5,9
A,2,1,4,2,2,7,2,2,2,7,2,8,2,7,3,7
P,3,5,5,4,2,7,10,4,4,13,5,2,1,10,2,8
A,3,4,5,3,2,10,2,2,1,9,2,9,2,6,2,8
P,4,5,5,4,3,5,10,4,5,10,8,3,1,10,3,7
P,3,9,4,6,2,4,12,9,2,10,6,4,1,10,4,8
P,2,6,3,4,1,4,13,8,2,11,6,3,1,10,3,8
R,2,4,4,2,2,8,8,4,4,9,5,7,2,7,3,10
A,3,5,5,8,2,7,6,3,1,7,0,8,3,7,1,8
B,5,9,8,6,5,9,8,4,7,9,4,5,3,7,7,10
P,4,7,6,10,9,7,12,4,0,9,7,6,5,10,6,8
A,2,8,4,5,1,8,6,3,1,7,0,8,2,7,1,8
R,8,15,8,8,7,5,8,2,5,7,3,9,6,6,6,5
A,3,10,5,7,2,8,6,3,1,7,0,8,3,7,1,8
P,5,9,5,6,2,4,15,8,1,12,6,2,0,9,4,8
P,4,9,6,7,4,7,10,4,5,12,5,3,1,10,4,8
B,3,2,4,3,3,8,7,5,6,7,6,6,2,8,6,10
B,3,6,5,4,6,9,7,4,3,6,7,7,7,9,7,7
A,4,9,6,6,4,10,2,1,2,8,3,9,5,5,3,7
B,4,8,4,6,4,6,9,9,7,7,5,7,2,8,9,10
R,4,11,6,8,8,7,7,3,4,7,6,8,7,10,8,6
P,5,8,7,6,6,8,9,6,4,10,4,4,3,11,4,9
B,4,8,6,6,5,9,7,4,6,10,5,6,2,8,6,10
A,3,8,5,6,3,12,3,2,2,10,2,9,2,6,2,8
R,6,11,9,8,8,9,8,4,6,9,3,7,3,6,4,11
P,2,3,3,1,1,8,9,3,3,12,4,4,1,9,2,9
P,5,11,7,8,6,6,10,6,5,10,8,3,1,10,4,7
P,3,4,5,3,2,7,9,4,4,12,4,3,1,10,3,8
A,5,10,9,8,7,11,5,1,5,9,1,5,3,7,5,9
R,6,9,8,6,7,8,6,6,4,8,5,7,4,7,7,11
R,1,0,2,1,1,6,10,7,2,7,5,8,2,7,4,10
R,8,15,6,8,5,7,5,6,5,8,6,9,6,6,8,10
P,4,6,4,8,2,3,13,8,2,11,7,3,1,10,4,8
P,12,14,10,8,4,8,9,6,5,14,3,4,5,10,5,8
R,3,6,4,4,4,8,7,7,3,8,5,7,4,7,7,8
R,4,9,4,7,3,6,8,9,5,6,6,7,3,8,6,11
A,2,7,4,5,2,11,2,3,3,10,2,9,2,6,2,8
P,10,13,9,8,6,9,8,4,5,13,4,4,5,10,6,7
R,4,8,6,6,7,9,9,3,5,5,7,8,7,10,7,7
R,4,9,4,4,3,9,7,3,5,9,3,8,5,7,5,8
A,2,3,3,2,1,10,2,2,1,9,2,9,1,6,2,8
A,4,9,4,4,2,10,2,4,2,11,5,12,4,4,5,10
R,9,13,7,8,5,8,7,5,5,9,4,9,7,5,7,11
A,6,10,6,5,3,12,3,6,2,12,2,10,4,3,3,10
A,5,10,7,8,4,10,3,2,3,8,1,7,2,7,3,8
P,4,6,6,4,3,7,10,5,3,11,4,3,1,10,3,9
A,3,2,5,3,2,6,2,2,1,5,2,8,2,7,3,5
R,4,11,6,8,6,8,8,4,6,9,4,8,3,6,5,11
B,2,1,2,1,2,7,7,7,5,6,6,7,1,8,7,8
P,6,10,9,8,5,7,10,2,7,14,6,4,0,10,2,9
A,4,9,6,6,2,7,7,3,0,7,0,8,3,7,1,8
A,3,5,5,3,2,6,2,2,2,5,2,8,2,6,3,6
A,3,10,5,8,4,6,3,1,2,5,2,8,2,5,3,6
R,3,3,4,4,2,5,11,7,3,7,4,8,3,7,6,11
A,2,2,4,3,1,7,3,2,2,6,1,8,2,6,2,7
P,4,9,4,7,4,4,12,7,1,11,7,4,1,10,3,8
R,3,5,5,4,3,9,7,4,5,10,3,7,5,6,4,9
A,4,9,7,7,5,11,3,1,2,8,3,9,6,5,3,8
B,3,5,5,4,3,8,8,3,5,10,5,6,3,7,5,9
B,4,9,4,4,4,8,7,3,4,9,6,8,5,7,6,8
B,9,11,6,6,4,8,6,5,6,11,4,9,6,7,6,10
B,3,1,3,2,3,7,7,5,5,7,6,6,2,8,6,10
R,5,5,6,7,3,6,11,9,4,7,3,8,3,7,6,11
B,1,3,3,2,2,8,7,2,5,10,5,7,2,8,3,9
P,2,3,4,2,1,7,11,4,3,11,4,2,0,9,3,8
A,6,10,9,8,9,8,7,7,4,7,6,9,6,8,7,4
P,3,6,4,4,2,4,13,8,1,10,6,3,1,10,4,8
A,5,11,7,9,5,10,2,2,3,9,1,7,3,7,4,8
P,2,1,2,1,1,5,11,7,2,9,6,4,1,9,3,8
B,2,3,4,2,2,8,8,3,5,10,5,6,2,8,5,9
R,3,7,5,5,4,6,8,5,6,6,5,7,3,7,5,9
B,1,3,2,2,1,7,7,4,4,6,6,5,2,8,5,9
A,4,7,6,5,2,8,3,3,3,9,1,8,2,7,3,7
R,5,11,7,8,8,6,7,5,6,6,5,7,3,7,5,8
R,4,2,5,4,4,7,8,4,6,7,5,7,3,7,4,8
A,7,11,9,8,9,7,6,8,4,7,5,8,5,8,11,2
P,4,11,5,8,6,6,9,6,4,9,8,4,1,10,3,7
A,3,6,5,4,2,8,2,2,2,7,1,8,2,6,3,7
P,3,9,4,6,2,5,9,10,5,8,6,5,2,9,4,8
B,3,6,5,4,6,8,7,4,3,6,7,8,6,10,7,7
R,3,7,4,5,2,5,11,8,4,7,3,9,3,7,6,11
A,3,8,5,6,3,6,4,3,0,6,2,7,2,7,2,7
A,4,7,7,5,5,7,6,2,4,6,1,6,3,5,3,7
B,6,11,8,8,8,9,6,4,5,7,6,7,4,8,6,10
R,7,13,7,7,6,8,7,3,5,9,4,8,6,6,7,6
R,6,12,6,6,5,5,9,2,5,7,5,10,4,7,6,7
P,3,7,3,5,3,5,10,8,3,9,6,5,1,10,3,8
B,1,3,3,2,2,8,7,3,5,10,5,7,2,8,4,9
R,3,2,4,4,3,6,7,5,5,6,5,7,3,7,4,8
B,2,1,3,2,2,7,8,8,5,7,6,7,2,8,8,9
R,4,9,6,7,8,8,9,3,5,5,7,8,5,9,8,7
P,5,5,6,7,8,8,6,4,3,6,7,7,6,9,4,5
B,3,4,5,3,3,8,7,3,5,10,5,7,2,8,4,9
B,2,3,2,2,2,7,7,5,5,7,6,6,2,8,5,9
P,3,6,4,9,8,7,6,6,1,7,6,7,4,10,7,11
P,3,5,5,3,2,7,11,4,3,12,5,2,1,10,2,8
A,4,11,8,8,6,9,5,1,4,7,2,6,3,8,6,6
A,4,9,6,7,4,8,2,2,3,7,1,8,2,7,3,6
R,4,6,5,4,3,9,7,4,5,10,3,7,3,7,4,10
B,5,10,6,8,8,8,8,6,6,7,6,6,6,8,6,10
P,5,5,7,6,7,7,8,4,3,8,8,6,6,11,5,5
R,5,9,6,7,5,7,9,4,6,6,4,8,4,5,6,9
R,4,7,5,5,4,7,8,5,7,7,4,6,6,7,5,8
A,5,11,8,8,6,6,3,2,3,4,2,7,5,5,5,5
A,4,10,7,8,5,11,2,2,2,9,2,9,4,5,4,8
B,3,1,3,2,3,7,7,5,5,7,6,6,2,8,6,9
A,2,2,4,3,2,8,2,1,1,7,2,8,2,7,3,7
A,2,4,4,2,2,10,2,2,2,9,2,8,2,6,2,8
B,4,5,4,3,4,7,7,6,6,7,6,6,2,8,6,10
R,3,5,6,4,4,8,7,3,5,10,4,6,3,7,4,10
A,2,4,3,3,1,11,3,3,2,11,2,9,1,6,2,9
B,7,11,9,8,7,10,6,4,7,10,4,7,3,8,6,11
A,5,11,5,6,4,10,3,4,2,10,5,11,5,3,5,10
B,3,5,4,3,4,7,7,5,5,6,6,6,2,8,6,10
P,4,5,5,7,6,8,9,3,2,7,8,6,5,11,5,4
R,1,0,2,1,1,6,9,7,3,7,5,7,2,7,4,10
B,1,1,2,1,1,7,7,7,5,7,6,7,1,8,6,8
B,2,5,4,4,3,8,8,3,5,10,6,6,3,7,6,9
B,5,10,8,8,12,8,8,5,3,7,7,7,8,11,12,9
P,7,11,10,8,6,9,8,4,6,12,3,3,2,10,4,9
A,2,8,4,6,2,12,2,4,3,11,2,10,2,6,4,9
R,6,10,5,5,3,7,6,5,4,9,5,9,6,5,6,11
A,2,4,3,3,1,11,3,2,2,9,2,9,1,6,2,8
A,3,9,6,7,4,12,3,2,2,9,2,9,2,6,2,8
A,9,13,8,8,4,10,0,3,2,10,4,12,3,5,4,8
A,2,9,4,6,2,7,4,3,2,6,1,8,2,7,2,8
R,4,8,5,6,3,6,10,9,4,7,4,8,3,8,5,10
R,4,9,6,7,8,7,9,3,5,5,6,9,5,8,8,7
P,2,6,3,4,1,4,11,8,2,10,6,4,1,10,3,8
A,3,3,5,5,2,6,4,3,1,6,1,8,3,7,2,7
B,2,6,4,4,3,7,7,7,6,7,6,6,2,8,7,9
A,3,9,4,6,3,7,4,3,1,6,2,8,2,7,3,8
P,4,11,6,8,6,6,10,4,5,10,9,4,4,10,4,7
B,5,11,6,8,5,6,8,9,8,7,5,7,2,8,9,10
B,4,8,6,7,7,8,7,5,5,7,6,8,6,9,8,4
R,5,10,6,7,7,8,7,7,4,8,5,7,4,7,7,10
B,1,0,1,0,1,7,8,6,4,7,6,7,1,8,6,9
R,2,3,4,2,2,8,8,3,5,10,4,7,2,7,3,9
B,4,7,4,5,3,6,7,8,6,7,6,7,2,8,9,10
P,5,10,5,7,3,5,9,10,5,8,6,5,2,9,4,8
A,4,11,6,8,3,9,3,3,3,8,1,9,3,6,3,9
P,4,7,5,5,2,7,10,3,5,14,5,3,0,10,3,8
P,2,1,2,2,1,5,11,4,3,10,8,3,0,9,3,7
P,4,5,4,7,2,3,13,8,1,11,6,3,1,10,4,8
R,3,7,5,5,3,8,8,5,5,8,5,7,3,7,5,10
P,2,1,2,3,2,5,9,4,4,9,8,5,1,10,3,7
R,3,4,5,3,3,8,8,3,5,9,4,7,2,6,4,10
P,7,11,7,6,4,8,9,5,3,11,5,4,4,11,6,5
B,5,8,7,6,5,9,8,3,7,10,4,5,2,8,6,10
P,7,8,9,10,11,8,10,2,4,7,9,6,6,9,7,5
R,6,9,6,4,4,8,7,3,5,9,4,8,6,7,6,8
B,1,3,3,2,2,8,8,2,5,10,6,6,2,8,4,8
A,3,11,5,8,4,8,5,3,0,7,1,8,2,7,3,8
B,3,7,5,5,7,9,8,4,3,6,7,7,5,11,7,7
A,4,10,7,8,5,12,3,2,2,9,2,9,2,6,2,8
R,3,5,6,4,3,9,8,4,6,9,5,6,3,7,4,9
R,5,5,6,8,4,5,10,9,3,7,5,8,3,8,6,11
R,4,3,4,4,2,6,9,8,4,6,5,8,2,8,5,10
B,5,9,8,8,10,7,7,5,4,7,6,8,7,10,9,5
P,2,4,4,3,2,7,9,4,3,11,4,4,1,10,2,8
R,4,8,5,6,5,8,5,7,4,7,6,8,4,7,6,10
B,4,7,6,5,4,9,6,4,6,10,5,6,2,8,6,10
A,2,7,4,5,2,12,3,4,3,12,2,9,2,6,3,9
R,2,6,2,4,2,5,10,7,3,7,4,9,2,6,5,11
P,9,13,9,7,6,8,9,4,4,12,4,4,5,10,6,6
A,1,0,2,0,0,8,3,2,0,7,2,8,2,6,1,8
A,2,4,4,3,2,7,2,2,1,6,2,8,2,7,3,6
B,4,9,5,7,4,6,8,9,7,7,5,7,2,8,9,10
P,8,11,8,6,5,9,8,4,4,12,4,4,5,10,6,7
P,2,6,3,4,2,5,10,9,4,9,6,5,2,9,3,8
B,4,11,4,8,4,6,7,10,7,7,6,7,2,8,9,10
B,5,9,7,7,6,8,8,4,7,10,5,6,2,8,6,10
R,1,0,2,1,1,6,10,7,2,7,5,8,2,7,4,9
A,3,3,5,4,2,8,2,2,2,6,2,8,2,7,2,7
R,5,10,7,7,6,6,7,5,6,6,5,7,3,7,5,8
B,3,7,5,5,4,8,8,6,6,7,6,5,2,8,7,10
B,6,9,8,6,6,11,5,2,7,11,3,7,4,7,5,11
A,7,11,7,6,4,10,1,4,2,11,6,14,4,5,5,11
B,5,11,7,8,6,9,8,4,7,10,4,6,2,8,6,10
B,2,7,3,5,2,6,7,9,6,7,6,7,2,8,8,9
R,2,4,4,3,2,8,7,3,4,9,4,7,2,7,3,10
R,2,4,3,3,3,7,8,5,5,7,5,7,2,6,4,8
B,1,3,3,2,2,8,7,2,4,10,5,7,2,8,3,9
P,5,4,6,6,7,8,8,3,3,6,8,7,5,10,5,5
B,5,8,7,6,5,10,6,3,7,10,4,7,2,8,5,11
B,4,6,7,5,6,6,9,5,6,8,7,8,6,9,7,7
B,8,14,6,8,5,7,8,5,6,10,5,8,6,6,8,11
R,8,12,8,6,6,7,7,3,5,8,4,8,7,8,7,8
A,3,11,6,8,4,11,4,2,3,9,2,9,3,7,3,8
A,5,9,6,7,4,7,4,3,1,7,2,8,3,8,3,8
B,2,6,3,4,3,7,6,8,5,6,7,7,2,9,7,9
B,5,9,7,6,6,7,8,6,6,9,7,5,3,7,8,7
P,8,11,7,6,4,6,11,4,5,13,6,3,4,9,6,5
P,4,7,4,4,2,4,12,8,2,10,6,4,1,10,4,8
B,8,11,6,6,4,9,6,6,6,11,4,9,6,6,6,10
R,2,3,2,2,2,6,8,4,5,7,6,7,2,7,3,9
A,3,5,5,4,2,6,3,2,2,5,2,7,3,4,3,8
R,5,9,7,7,4,10,7,3,6,11,2,6,3,7,4,10
A,2,4,3,3,1,11,3,3,2,11,2,9,2,6,2,9
R,6,11,9,8,7,9,8,4,7,9,3,8,4,5,4,11
P,8,9,6,4,3,9,7,5,5,13,3,5,5,9,4,8
B,3,6,5,5,5,6,8,6,4,7,6,8,6,9,7,8
B,3,5,5,3,4,8,7,3,6,9,6,6,2,8,5,9
P,3,5,6,4,3,8,10,3,4,12,4,3,1,10,3,8
A,3,8,5,6,3,12,2,3,2,11,2,9,2,6,3,9
P,4,9,6,7,3,6,13,5,2,12,5,1,1,10,3,8
P,11,15,8,8,4,8,9,7,5,14,4,4,4,10,4,8
B,5,4,5,6,4,6,7,9,7,7,6,7,2,8,9,10
B,6,11,8,8,8,7,8,6,4,7,5,6,5,7,7,8
B,5,11,7,8,8,8,8,8,6,7,5,5,4,6,9,12
R,7,11,6,6,4,8,8,5,5,9,4,9,7,5,6,11
B,2,6,4,4,3,8,8,5,7,7,6,6,2,8,6,9
R,2,6,4,4,4,8,7,3,4,7,6,8,6,8,6,7
B,3,10,4,8,6,6,7,8,5,7,6,7,2,8,7,9
B,5,10,7,8,7,9,7,3,5,9,5,6,2,8,5,9
P,9,11,7,6,3,8,9,6,4,12,3,5,5,10,4,8
P,6,9,5,4,2,6,10,5,3,11,5,5,5,9,4,8
B,4,7,5,5,4,9,7,5,8,7,6,5,2,8,6,9
B,4,2,4,3,4,8,7,5,6,7,6,6,5,8,6,10
P,3,6,5,8,7,8,9,5,0,8,7,6,5,10,5,8
A,3,8,5,6,3,12,3,3,2,11,1,9,2,6,2,9
P,2,1,3,1,1,5,9,4,4,9,7,4,1,9,3,7
A,4,9,6,7,4,12,3,3,2,10,1,9,2,7,3,8
P,6,10,6,7,3,5,10,10,6,8,5,5,2,10,4,8
B,4,6,5,4,4,8,8,4,6,10,5,6,3,8,6,10
A,2,7,4,5,2,9,3,2,2,8,1,8,2,6,3,8
P,3,7,3,4,2,4,10,9,3,9,6,5,2,10,3,8
P,4,9,4,6,2,5,11,10,3,10,6,4,1,10,4,8
A,5,9,7,7,5,8,3,1,2,6,2,7,3,5,4,7
R,4,4,4,5,3,5,12,8,4,7,3,9,3,7,6,11
B,9,15,9,8,8,8,7,4,5,9,5,7,8,4,10,7
P,6,7,8,9,10,9,9,3,3,6,9,6,6,10,7,4
B,4,9,5,6,6,7,7,6,6,6,6,6,2,8,6,9
B,7,10,9,8,8,10,6,3,7,10,3,7,5,7,6,11
A,3,4,5,3,2,10,2,2,1,8,2,9,4,5,2,9
P,5,8,7,6,4,5,13,6,3,13,6,1,0,10,4,8
R,4,10,5,8,3,5,10,9,3,7,5,8,3,8,6,11
R,1,0,1,0,0,6,9,7,3,7,4,8,2,6,4,10
R,2,4,2,3,2,7,7,5,5,6,5,7,2,7,4,8
A,3,8,5,6,5,8,8,6,4,6,6,8,3,7,6,4
R,7,13,7,7,6,5,9,3,5,7,4,9,6,7,6,6
P,1,1,2,1,0,5,11,7,2,9,6,4,1,9,3,8
R,5,4,5,7,3,5,10,9,3,7,5,8,3,8,6,11
P,10,15,8,8,4,7,9,6,3,11,4,5,5,9,4,7
P,4,6,5,4,3,9,7,2,5,13,4,5,1,10,3,9
B,4,10,5,8,6,8,6,7,6,6,6,6,2,8,7,9
P,4,9,5,6,2,4,14,8,1,11,6,3,1,10,4,8
P,2,7,4,5,3,4,11,5,4,11,8,4,1,10,3,7
P,7,14,7,8,5,8,9,4,4,12,5,4,4,11,6,6
A,2,1,3,2,1,8,2,2,1,7,2,8,2,7,2,7
R,9,13,9,7,6,10,6,4,5,10,2,7,6,7,6,9
A,5,6,7,5,5,8,8,3,5,7,8,8,5,9,4,6
B,4,9,6,6,6,8,7,4,5,9,6,6,3,9,5,8
B,1,0,2,0,1,7,8,6,4,7,6,7,1,8,6,8
P,4,6,6,4,4,8,5,7,5,6,5,7,3,8,4,9
P,1,3,3,2,1,7,8,4,3,11,5,4,1,9,2,8
B,3,5,4,4,4,7,7,5,6,6,6,6,2,8,7,10
R,3,4,5,3,3,8,8,3,5,9,5,7,3,6,4,10
A,4,10,5,8,4,6,5,3,1,6,1,8,2,7,2,7
B,5,11,5,8,4,6,6,10,7,6,7,7,2,8,9,10
B,6,10,8,7,6,11,5,3,7,11,3,7,3,8,6,12
B,2,6,4,4,5,8,8,4,2,6,7,7,6,11,7,7
B,5,10,5,5,4,7,8,3,4,9,6,7,6,7,8,6
A,7,15,7,8,5,10,2,5,2,11,5,12,6,3,6,10
B,4,6,5,4,5,8,6,7,6,6,6,5,3,9,7,9
A,3,8,5,6,3,9,3,1,2,7,2,8,2,6,2,7
B,4,8,5,6,5,8,8,6,7,7,6,6,2,8,7,10
B,4,7,6,5,5,10,6,2,5,10,4,7,3,7,5,11
P,5,9,5,7,5,5,10,8,3,8,5,5,1,9,6,6
